item_name,category_name,item_price_in_php,stocks
"IDCooling IS55 black, low profile, pn: IS-55 BLACK",Cpu Cooler,1780.0,5
"IDCooling IS55 aRGB black, low profile, Air Cooler, pn: IS-55 ARGB",Cpu Cooler,1880.0,7
"IDCooling IS55 aRGB white, low profile, Air Cooler, pn: IS-55 ARGB WHITE",Cpu Cooler,1650.0,1
"IDCooling IS50X V3, low profile, Air Cooler, pn: IS-50X V3",Cpu Cooler,1250.0,2
"IDCooling IS65 XT, low profile, Air Cooler, pn: IS-65-XT BLACK",Cpu Cooler,1310.0,7
"IDCooling SE224 XTS aRGB black Air Cooler, pn: ID-CPU-SE-224-XTS aRGB",Cpu Cooler,1250.0,0
"IDCooling SE224 XTS aRGB white Air Cooler, pn: ID-CPU-SE-224-XTS aRGB WHITE",Cpu Cooler,1250.0,0
"IDCooling SE224 XTS Mini black Air Cooler, pn: SE-224-XTS MINI BLACK",Cpu Cooler,1250.0,0
"IDCooling SE226 XT snow aRGB Air Cooler, pn: ID-CPU-SE-226XT-ARGB-SNOW",Cpu Cooler,2150.0,1
"IDCooling SE226 XT black Air Cooler, pn: ID-CPU-SE-226-XT-BLACK",Cpu Cooler,1825.0,0
"IDCooling SE214 XT aRGB black Air Cooler, pn: ID-CPU-SE-214-XT-ARGB",Cpu Cooler,999.0,2
"IDCooling SE214 XT aRGB white Air Cooler, pn: ID-CPU-SE-214-XT-ARGB-WHITE",Cpu Cooler,999.0,2
"IDCooling SE207 XT Slim Air Cooler, twin tower, pn: SE-207-XT-SLIM",Cpu Cooler,1950.0,0
"IDCooling SE207 XT Slim snow Air Cooler, twin tower, pn: SE-207-XT SLIM SNOW",Cpu Cooler,1850.0,7
"IDCooling SE206 XT black Air Cooler, twin tower, pn: SE-206-XT",Cpu Cooler,1950.0,2
"IDCooling SE206 XT white Air Cooler, twin tower, pn: SE-206-XT WHITE",Cpu Cooler,1950.0,2
"IDCooling SE206 XT aRGB Air Cooler, twin tower, pn: SE-206-XT ARGB",Cpu Cooler,2180.0,1
"IDCooling Zoomflow ZF 360XT, aRGB AIO LC Cooler, 360mm, pn: ID-CPU-ZOOMFLOW360XT",Cpu Cooler,4350.0,1
"IDCooling Zoomflow ZF 240 XT, aRGB AIO LC Cooler, 360mm, pn: ID-CPU-ZOOMFLOW240-XT",Cpu Cooler,3525.0,0
"IDCooling Zoomflow ZF 240 XT Snow, aRGB AIO LC Cooler, 240mm, pn: ID-CPU-ZOOMFLOW240-XT-SNOW",Cpu Cooler,3350.0,1
"IDCooling SE207 XT aRGB black Air Cooler, twin tower, pn: SE-207-XT ARGB",Cpu Cooler,2750.0,0
"IDCooling Dashflow DF 240 basic black, AIO LC Cooler, 240mm, pn: DASHFLOW 240 BASIC BLACK",Cpu Cooler,3250.0,0
"IDCooling Dashflow DF 240 basic white, AIO LC Cooler, 240mm, pn: DASHFLOW 240 BASIC WHITE",Cpu Cooler,3299.0,1
"IDCooling Dashflow DF 360 XT black, AIO LC Cooler, pump block fan, 360mm, pn: ID-CPU-DASHFLOW-360-XT",Cpu Cooler,7050.0,2
"IDCooling Space SL360 black, AIO LC Cooler, LCD display, 360mm, pn: SL360",Cpu Cooler,7700.0,4
"IDCooling Space SL360 white, AIO LC Cooler, LCD display, 360mm, pn: SL360 WHITE",Cpu Cooler,7800.0,1
"IDCooling Space SL240 black, AIO LC Cooler, LCD display, 240mm, pn: SL240",Cpu Cooler,5999.0,4
"IDCooling Space SL240 white, AIO LC Cooler, LCD display, 240mm, pn: SL240 WHITE",Cpu Cooler,6399.0,0
"IDCooling FX 240 aRGB black, AIO LC Cooler, 240mm, pn: FX240 ARGB",Cpu Cooler,3025.0,2
"IDCooling FX 240 aRGB white, AIO LC Cooler, 240mm, pn: FX240 ARGB WHITE",Cpu Cooler,3080.0,2
"IDCooling FX 240 Pro black, AIO LC Cooler, 240mm, pn: FX240 PRO",Cpu Cooler,2980.0,4
"IDCooling FX 360 aRGB black, AIO LC Cooler, 360mm, pn: FX360 ARGB",Cpu Cooler,3999.0,3
"IDCooling FX 360 aRGB white, AIO LC Cooler, 360mm, pn: FX360 ARGB WHITE",Cpu Cooler,4250.0,0
"IDCooling FX 360 black, AIO LC Cooler, 360mm, pn: FX360",Cpu Cooler,3350.0,3
"IDCooling FX 360 Pro black, AIO LC Cooler, 360mm, pn: FX360 PRO",Cpu Cooler,3600.0,4
"IDCooling Zoomflow ZF 240 XT V2 aRGB black, AIO LC Cooler, 240mm, pn: ZOOMFLOW 240 XT V2",Cpu Cooler,3299.0,3
"IDCooling Zoomflow ZF 240 XT V2 aRGB white, AIO LC Cooler, 240mm, pn: ZOOMFLOW 240 XT V2 WHITE",Cpu Cooler,3380.0,2
"IDCooling FX 240 INF aRGB black, AIO LC Cooler, 240mm, pn: FX240 INF",Cpu Cooler,3250.0,0
"IDCooling FX 240 INF aRGB white, AIO LC Cooler, 240mm, pn: FX240 INF WHITE",Cpu Cooler,3299.0,0
"IDCooling FX 360 INF aRGB black, AIO LC Cooler, 360mm, pn: FX360 INF",Cpu Cooler,3999.0,0
"IDCooling FX 360 INF aRGB white, AIO LC Cooler, 360mm, pn: FX360 INF WHITE",Cpu Cooler,3999.0,0
"IDCooling Pinkflow PF 240 V2, aRGB AIO LC Cooler, 240mm, pn: PINKFLOW240 ARGB V2",Cpu Cooler,4550.0,0
"IDCooling IS47XT, low profile, pn: IS-47 XT",Cpu Cooler,1499.0,0
"IDCooling IS67XT black, low profile, pn: IS-67-XT BLACK",Cpu Cooler,1999.0,1
"IDCooling FROZN A410 black, Air Cooler, pn: FROZN A410 BLACK",Cpu Cooler,1380.0,4
"IDCooling FROZN A410 aRGB black, Air Cooler, pn: FROZN A410 ARGB",Cpu Cooler,1780.0,7
"IDCooling FROZN A410 aRGB white, Air Cooler, pn: FROZN A410 ARGB WHITE",Cpu Cooler,1825.0,2
"IDCooling FROZN A610 black, Air Cooler, pn: FROZN A610 BLACK",Cpu Cooler,2050.0,5
"IDCooling FROZN A620 black, Air Cooler, pn: FROZN A620 BLACK",Cpu Cooler,2499.0,4
"IDCooling FROZN A610 aRGB black, Air Cooler, pn: FROZN A610 ARGB",Cpu Cooler,2225.0,7
"IDCooling FROZN A610 aRGB white, Air Cooler, pn: FROZN A610 ARGB WHITE",Cpu Cooler,2280.0,7
"IDCooling FROZN A620 aRGB black, Air Cooler, pn: FROZN A620 ARGB",Cpu Cooler,3025.0,5
"IDCooling FROZN A620 aRGB white, Air Cooler, pn: FROZN A620 ARGB WHITE",Cpu Cooler,3100.0,4
"IDCooling FROZN A720 black, Air Cooler, pn: FROZN A720 BLACK",Cpu Cooler,3199.0,7
"IDCooling FROZN A410 DK black, Air Cooler, pn: FROZN A410 DK",Cpu Cooler,1550.0,0
"IDCooling FROZN A410 DW white, Air Cooler, pn:",Cpu Cooler,1550.0,0
"IDCooling FROZN A620 Pro SE black, Air Cooler, pn: FROZN A620 PRO SE",Cpu Cooler,1999.0,0
"Hyte Thicc Q60, AIO LC Cooler, LCD display, 240mm",Cpu Cooler,17625.0,1
Noctua NH U14S Air Cooler,Cpu Cooler,4650.0,4
Noctua NH D9L Air Cooler,Cpu Cooler,3450.0,1
Noctua NH D15S Single Fan Air Cooler,Cpu Cooler,5650.0,2
Noctua NH D15 Air Cooler,Cpu Cooler,5825.0,0
Noctua NH D15 chromax.black Air Cooler,Cpu Cooler,6899.0,2
Noctua NH D15S Single Fan Chromax.black Air Cooler,Cpu Cooler,6280.0,5
Noctua NH D12L Air Cooler,Cpu Cooler,5250.0,3
Noctua NH L9i chromax.black Intel low profile compact Air Cooler,Cpu Cooler,3099.0,3
Noctua NH L9A AM4 chromax.black low profile compact Air Cooler,Cpu Cooler,3099.0,3
Noctua NH L9i 17XX chromax.black Intel low profile compact Air Cooler,Cpu Cooler,3099.0,0
Noctua NH L9A AM5 low profile compact Air Cooler,Cpu Cooler,2825.0,0
Noctua NH L9A AM5 chromax.black low profile compact Air Cooler,Cpu Cooler,3450.0,6
Noctua NH L12S low profile Single Fan Air Cooler,Cpu Cooler,3380.0,4
Noctua NH U12S Single Fan Air Cooler,Cpu Cooler,3999.0,2
Noctua NH U12S chromax.black Single Fan Air Cooler,Cpu Cooler,4999.0,5
Noctua NH U12A Air Cooler,Cpu Cooler,6399.0,0
Noctua NH U12A chromax.black Air Cooler,Cpu Cooler,7525.0,2
Noctua NH U12S Redux Single Fan Air Cooler,Cpu Cooler,2999.0,1
Noctua NH U9S Single Fan Air Cooler,Cpu Cooler,3499.0,2
Noctua NH U9S chromax.black Single Fan Air Cooler,Cpu Cooler,3999.0,1
"NZXT T120 black air cooler, pn: RC-TN120-B1",Cpu Cooler,2799.0,1
"NZXT T120 white air cooler, pn: RC-TN120-W1",Cpu Cooler,2799.0,1
"NZXT T120 RGB black air cooler, pn: RC-TR120-B1",Cpu Cooler,3125.0,2
"NZXT T120 RGB white air cooler, pn: RC-TR120-W1",Cpu Cooler,3125.0,2
"NZXT Kraken Z63 RGB White AIO LC Cooler, 280mm, pn: RL-KRZ63-RW",Cpu Cooler,12999.0,1
"NZXT Kraken Elite 360, black, AIO LC CPU Cooler, 360mm, pn: RL-KN36E-B1",Cpu Cooler,15899.0,2
"NZXT Kraken Elite 280 RGB, white, AIO LC CPU Cooler, 280mm, pn: RL-KR28E-W1",Cpu Cooler,15899.0,1
"NZXT Kraken Elite 360 RGB, black, AIO LC CPU Cooler, 360mm, pn: RL-KR36E-B1",Cpu Cooler,17399.0,1
"NZXT Kraken Elite 360 RGB, white, AIO LC CPU Cooler, 360mm, pn: RL-KR36E-W1",Cpu Cooler,17399.0,2
"Aorus Waterforce 2 240 aRGB black, AIO LC Cooler, 240mm, pn: GP-AORUS-WATERFORCE-II-240",Cpu Cooler,6550.0,1
"Aorus Waterforce 2 360 aRGB black, AIO LC Cooler, 360mm, pn: GP-AORUS-WATERFORCE-II-360",Cpu Cooler,8199.0,3
"Aorus Waterforce 2 360 ICE aRGB white, AIO LC Cooler, 360mm, pn: GP-AORUS-WATERFORCE-II-360I",Cpu Cooler,8199.0,2
